Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
M5,2022,South America,Grey,Petrol,Manual,1.5,41281,104914,7263,High,761990382,2,Luxury,Low
X1,2014,South America,Red,Electric,Manual,4.3,104189,33100,3893,Low,128858300,10,Mid-Range,High
M5,2010,North America,Black,Diesel,Manual,4.0,105533,39249,4885,Low,191731365,14,Mid-Range,High
5 Series,2024,Asia,Grey,Diesel,Manual,2.7,121021,102604,6137,Low,629680748,0,Luxury,High
3 Series,2023,South America,Blue,Hybrid,Manual,1.8,197541,40565,7753,High,314500445,1,Mid-Range,Very High
M3,2011,North America,Grey,Diesel,Automatic,2.8,175340,104056,6016,Low,626000896,13,Luxury,Very High
M3,2020,Europe,Blue,Hybrid,Automatic,2.1,109626,81385,2381,Low,193777685,4,Premium,High
M3,2013,Europe,Grey,Electric,Manual,4.8,162336,96544,233,Low,22494752,11,Premium,Very High
X3,2021,South America,Red,Electric,Manual,3.4,79028,32759,2309,Low,75640531,3,Mid-Range,Medium
I3,2013,Europe,Blue,Diesel,Automatic,4.9,27159,30773,2128,Low,65484944,11,Mid-Range,Low
I8,2020,Middle East,Black,Petrol,Automatic,2.7,39008,106649,9257,High,987249793,4,Luxury,Low
5 Series,2019,Europe,Silver,Petrol,Manual,3.4,156129,79063,5113,Low,404249119,5,Premium,Very High
M5,2015,Africa,White,Electric,Automatic,2.2,190928,112228,162,Low,18180936,9,Luxury,Very High
X3,2022,North America,Grey,Hybrid,Manual,4.3,170490,40865,2375,Low,97054375,2,Mid-Range,Very High
M3,2015,Middle East,Grey,Electric,Automatic,1.6,165933,56558,9052,High,511963016,9,Mid-Range,Very High
3 Series,2017,Middle East,Black,Diesel,Automatic,3.9,129491,88295,611,Low,53948245,7,Premium,High
I8,2021,Europe,White,Diesel,Automatic,2.9,148200,51232,3866,Low,198062912,3,Mid-Range,High
X5,2022,Europe,White,Electric,Manual,3.5,115027,69989,4409,Low,308581501,2,Premium,High
X5,2018,Asia,Red,Electric,Manual,3.6,75478,107474,8535,High,917290590,6,Luxury,Medium
I3,2023,Asia,Black,Diesel,Automatic,4.0,62142,66823,3367,Low,224993041,1,Premium,Medium
X3,2010,Middle East,White,Diesel,Manual,2.2,168900,90504,1964,Low,177749856,14,Premium,Very High
7 Series,2010,Africa,Grey,Petrol,Manual,3.4,34781,108969,5518,Low,601290942,14,Luxury,Low
X3,2024,South America,Silver,Electric,Automatic,3.0,165268,117698,7049,High,829653202,0,Luxury,Very High
X1,2015,Africa,Red,Hybrid,Automatic,2.5,96037,93116,5389,Low,501802124,9,Premium,Medium
7 Series,2013,North America,Silver,Petrol,Manual,3.2,32997,54520,4923,Low,268401960,11,Mid-Range,Low
X1,2020,North America,Silver,Hybrid,Automatic,4.8,96784,69453,3747,Low,260240391,4,Premium,Medium
M5,2013,South America,Black,Electric,Manual,4.8,56270,57210,3813,Low,218141730,11,Mid-Range,Medium
I3,2010,Europe,Silver,Electric,Automatic,2.5,114962,93365,4412,Low,411926380,14,Premium,High
X6,2018,Africa,Blue,Hybrid,Manual,4.6,138010,92634,5215,Low,483086310,6,Premium,High
X3,2021,Africa,Blue,Hybrid,Automatic,4.6,145468,88513,365,Low,32307245,3,Premium,High
X1,2020,Africa,Black,Hybrid,Automatic,2.4,164497,97660,7472,High,729715520,4,Premium,Very High
X5,2012,Middle East,Silver,Petrol,Manual,3.6,23382,42436,3124,Low,132570064,12,Mid-Range,Low
I3,2024,Asia,Blue,Diesel,Automatic,4.5,126003,117463,7126,High,837041338,0,Luxury,High
I3,2014,Africa,Silver,Hybrid,Automatic,3.3,43947,83009,1572,Low,130490148,10,Premium,Low
7 Series,2019,South America,Blue,Petrol,Manual,2.8,112648,98288,1133,Low,111360304,5,Premium,High
3 Series,2010,North America,Blue,Petrol,Manual,3.8,187986,35198,9350,High,329101300,14,Mid-Range,Very High
7 Series,2017,Middle East,Black,Petrol,Automatic,2.1,137510,42630,1560,Low,66502800,7,Mid-Range,High
M5,2012,Europe,Silver,Petrol,Automatic,2.1,72996,61384,9413,High,577807592,12,Premium,Medium
5 Series,2023,South America,White,Petrol,Manual,4.4,76638,58674,9329,High,547369746,1,Mid-Range,Medium
I8,2024,North America,Black,Hybrid,Manual,1.6,79199,32602,643,Low,20963086,0,Mid-Range,Medium
I8,2010,Asia,White,Petrol,Manual,4.3,61776,62126,883,Low,54857258,14,Premium,Medium
I3,2019,South America,Grey,Hybrid,Manual,2.5,179481,37870,8785,High,332687950,5,Mid-Range,Very High
X1,2015,Asia,Red,Electric,Automatic,3.2,134098,62953,6626,Low,417126578,9,Premium,High
M5,2010,Asia,Grey,Petrol,Manual,3.4,18766,50272,9734,High,489347648,14,Mid-Range,Low
X6,2024,North America,Red,Diesel,Automatic,4.2,32316,101931,6158,Low,627691098,0,Luxury,Low
I8,2024,North America,White,Diesel,Manual,4.6,52360,97526,2143,Low,208998218,0,Premium,Medium
M3,2012,Africa,Red,Hybrid,Automatic,4.3,82613,110140,717,Low,78970380,12,Luxury,Medium
5 Series,2014,Europe,Grey,Electric,Manual,3.5,15386,69798,291,Low,20311218,10,Premium,Low
I8,2013,Europe,White,Diesel,Manual,2.7,74735,116159,9810,High,1139519790,11,Luxury,Medium
5 Series,2016,Africa,Blue,Electric,Automatic,3.3,29058,62997,9903,High,623859291,8,Premium,Low
7 Series,2015,North America,Black,Hybrid,Automatic,1.6,24513,106345,5868,Low,624032460,9,Luxury,Low
I3,2021,Europe,Grey,Petrol,Manual,2.4,138936,33802,337,Low,11391274,3,Mid-Range,High
X6,2012,Asia,White,Diesel,Manual,2.8,14595,69765,2047,Low,142808955,12,Premium,Low
I3,2020,Asia,Grey,Electric,Automatic,2.6,91699,41324,1308,Low,54051792,4,Mid-Range,Medium
X3,2017,South America,Blue,Diesel,Automatic,1.8,107474,57407,8905,High,511209335,7,Mid-Range,High
X5,2017,Middle East,Blue,Electric,Manual,1.7,13376,35564,1157,Low,41147548,7,Mid-Range,Low
X3,2023,North America,Blue,Electric,Automatic,3.0,91005,61119,7527,High,460042713,1,Premium,Medium
X5,2011,Asia,Black,Petrol,Automatic,1.8,53347,37716,717,Low,27042372,13,Mid-Range,Medium
3 Series,2016,South America,Grey,Electric,Automatic,2.5,6926,86116,3592,Low,309328672,8,Premium,Low
M5,2023,Africa,Red,Petrol,Manual,3.2,52521,40181,565,Low,22702265,1,Mid-Range,Medium
X3,2010,Africa,Blue,Petrol,Manual,2.2,8247,69512,8815,High,612748280,14,Premium,Low
5 Series,2011,South America,Red,Petrol,Automatic,1.8,179797,66921,2044,Low,136786524,13,Premium,Very High
X6,2017,North America,Grey,Hybrid,Automatic,3.0,87628,109593,770,Low,84386610,7,Luxury,Medium
X3,2021,South America,Black,Petrol,Manual,3.1,184139,109702,6363,Low,698033826,3,Luxury,Very High
7 Series,2010,South America,Silver,Petrol,Manual,4.7,34385,106544,3004,Low,320058176,14,Luxury,Low
M5,2011,Europe,Blue,Hybrid,Manual,1.9,21505,60152,7644,High,459801888,13,Premium,Low
X6,2021,North America,Silver,Diesel,Automatic,3.7,116222,34383,230,Low,7908090,3,Mid-Range,High
X3,2010,South America,Grey,Diesel,Automatic,2.6,182846,118437,4637,Low,549192369,14,Luxury,Very High
X3,2014,South America,Red,Diesel,Manual,1.9,1198,72545,6923,Low,502229035,10,Premium,Low
X3,2016,Europe,Silver,Electric,Manual,2.9,76928,61824,5534,Low,342134016,8,Premium,Medium
7 Series,2015,North America,White,Hybrid,Automatic,3.0,78957,113596,8864,High,1006914944,9,Luxury,Medium
X6,2015,Middle East,Black,Hybrid,Automatic,2.8,67041,115533,9500,High,1097563500,9,Luxury,Medium
7 Series,2015,Asia,Blue,Diesel,Manual,4.2,173649,62554,2607,Low,163078278,9,Premium,Very High
X1,2017,South America,Red,Electric,Manual,4.4,58030,89190,2737,Low,244113030,7,Premium,Medium
M5,2014,Europe,Silver,Petrol,Manual,2.0,40580,84499,3575,Low,302083925,10,Premium,Low
X6,2024,Asia,Grey,Diesel,Manual,2.1,67059,47357,199,Low,9424043,0,Mid-Range,Medium
M5,2019,North America,Grey,Petrol,Manual,3.0,25293,33023,2775,Low,91638825,5,Mid-Range,Low
X3,2016,Africa,Grey,Diesel,Automatic,2.6,62876,46781,9742,High,455740502,8,Mid-Range,Medium
M5,2012,North America,Blue,Electric,Manual,4.4,88244,112422,901,Low,101292222,12,Luxury,Medium
X1,2018,Asia,Grey,Petrol,Manual,5.0,126197,32848,1668,Low,54790464,6,Mid-Range,High
3 Series,2019,Middle East,Grey,Electric,Manual,2.1,95358,86944,6336,Low,550877184,5,Premium,Medium
I8,2012,Middle East,Blue,Hybrid,Automatic,4.2,99543,55680,8611,High,479460480,12,Mid-Range,Medium
5 Series,2023,Africa,Red,Hybrid,Manual,3.6,178186,87709,9841,High,863144269,1,Premium,Very High
5 Series,2023,Middle East,Blue,Electric,Automatic,3.8,136282,80874,3465,Low,280228410,1,Premium,High
I3,2015,Asia,Black,Diesel,Automatic,2.4,84780,60688,9384,High,569496192,9,Premium,Medium
M3,2012,Europe,Blue,Diesel,Manual,1.8,330,67339,4677,Low,314944503,12,Premium,Low
I3,2010,Middle East,Black,Petrol,Automatic,3.4,25208,100747,4716,Low,475122852,14,Luxury,Low
X3,2010,Africa,Blue,Hybrid,Manual,3.6,85181,89332,2271,Low,202872972,14,Premium,Medium
X3,2012,Asia,Black,Petrol,Manual,4.9,197908,87479,2233,Low,195340607,12,Premium,Very High
3 Series,2013,Africa,Grey,Hybrid,Manual,3.9,177717,60828,4197,Low,255295116,11,Premium,Very High
M5,2023,South America,Silver,Diesel,Manual,3.1,26019,80758,6639,Low,536152362,1,Premium,Low
X5,2011,Middle East,Black,Hybrid,Automatic,5.0,16323,100970,9170,High,925894900,13,Luxury,Low
M3,2018,Africa,Grey,Hybrid,Manual,2.8,6388,80210,1179,Low,94567590,6,Premium,Low
3 Series,2024,Africa,Black,Hybrid,Automatic,2.1,112107,76473,2771,Low,211906683,0,Premium,High
X6,2020,North America,Grey,Diesel,Manual,3.7,179600,113857,4793,Low,545716601,4,Luxury,Very High
X6,2017,Middle East,Red,Diesel,Automatic,2.4,107265,30121,823,Low,24789583,7,Mid-Range,High
X3,2021,Middle East,Red,Diesel,Manual,4.7,41852,42644,6595,Low,281237180,3,Mid-Range,Low
I3,2022,South America,White,Hybrid,Automatic,3.0,171891,78185,6692,Low,523214020,2,Premium,Very High
X5,2012,Middle East,Red,Electric,Automatic,2.0,177530,84780,2372,Low,201098160,12,Premium,Very High
I8,2016,North America,Grey,Petrol,Manual,2.0,12972,69479,8834,High,613777486,8,Premium,Low
M5,2013,North America,Red,Diesel,Manual,3.8,95539,51455,5485,Low,282230675,11,Mid-Range,Medium
X6,2014,Africa,Blue,Electric,Manual,2.8,71288,62294,5501,Low,342679294,10,Premium,Medium
X6,2013,Middle East,White,Petrol,Automatic,2.8,64024,43232,3534,Low,152781888,11,Mid-Range,Medium
I3,2018,South America,Black,Diesel,Automatic,3.6,142476,107733,8908,High,959685564,6,Luxury,High
7 Series,2020,South America,Red,Petrol,Manual,2.3,142836,81501,5857,Low,477351357,4,Premium,High
I8,2016,South America,Grey,Petrol,Automatic,2.0,162192,58725,290,Low,17030250,8,Mid-Range,Very High
X3,2022,Middle East,Silver,Petrol,Manual,3.8,132383,60436,8448,High,510563328,2,Premium,High
5 Series,2013,Asia,Blue,Hybrid,Manual,1.5,3639,68484,8869,High,607384596,11,Premium,Low
X6,2022,South America,Blue,Diesel,Manual,4.7,165166,96401,425,Low,40970425,2,Premium,Very High
X5,2017,North America,Blue,Electric,Manual,2.1,26485,103077,8234,High,848736018,7,Luxury,Low
5 Series,2011,Africa,Grey,Petrol,Automatic,3.1,59277,83704,7766,High,650045264,13,Premium,Medium
X1,2016,Africa,Silver,Electric,Manual,2.2,27322,75537,2015,Low,152207055,8,Premium,Low
5 Series,2020,Europe,White,Diesel,Manual,2.3,27028,90617,4439,Low,402248863,4,Premium,Low
3 Series,2010,Middle East,Red,Diesel,Automatic,4.4,27808,112510,645,Low,72568950,14,Luxury,Low
3 Series,2017,Asia,Red,Electric,Automatic,3.5,40847,73398,3743,Low,274728714,7,Premium,Low
7 Series,2022,Asia,Black,Hybrid,Manual,2.6,2159,85622,7789,High,666909758,2,Premium,Low
X6,2023,Asia,Red,Hybrid,Automatic,2.4,41045,48107,8588,High,413142916,1,Mid-Range,Low
X3,2021,Middle East,Black,Petrol,Manual,2.2,173706,84670,1465,Low,124041550,3,Premium,Very High
M3,2023,Africa,Blue,Electric,Automatic,3.4,174556,66713,9215,High,614760295,1,Premium,Very High
I8,2022,Europe,Blue,Petrol,Manual,4.1,28377,106985,308,Low,32951380,2,Luxury,Low
I3,2024,South America,Blue,Diesel,Automatic,2.4,72826,49892,6535,Low,326044220,0,Mid-Range,Medium
3 Series,2015,Europe,Blue,Petrol,Automatic,2.7,108434,85291,3171,Low,270457761,9,Premium,High
3 Series,2021,Middle East,Black,Electric,Manual,4.0,99567,111004,8988,High,997703952,3,Luxury,Medium
I8,2014,Europe,Silver,Petrol,Automatic,4.1,108710,88066,9187,High,809062342,10,Premium,High
3 Series,2018,Asia,Blue,Electric,Automatic,2.2,136206,38311,9380,High,359357180,6,Mid-Range,High
M3,2018,North America,Silver,Hybrid,Manual,2.8,61235,75670,8354,High,632147180,6,Premium,Medium
I3,2012,Europe,Black,Electric,Manual,4.5,190586,89665,7921,High,710236465,12,Premium,Very High
X5,2018,Middle East,Blue,Diesel,Automatic,4.1,38057,60208,3235,Low,194772880,6,Premium,Low
5 Series,2022,Africa,Blue,Electric,Automatic,2.1,41277,80936,3154,Low,255272144,2,Premium,Low
7 Series,2024,Africa,Silver,Petrol,Manual,2.9,59578,101276,6435,Low,651711060,0,Luxury,Medium
X1,2022,South America,Red,Hybrid,Manual,4.9,26097,117825,2138,Low,251909850,2,Luxury,Low
I8,2018,Europe,Blue,Diesel,Automatic,3.3,142750,31141,9495,High,295683795,6,Mid-Range,High
X5,2011,Asia,Red,Diesel,Automatic,4.0,89370,103872,1691,Low,175647552,13,Luxury,Medium
X1,2014,North America,Blue,Petrol,Automatic,1.8,88070,83950,4506,Low,378278700,10,Premium,Medium
X5,2020,Europe,White,Petrol,Automatic,4.4,186589,113193,9023,High,1021340439,4,Luxury,Very High
M5,2011,Europe,Grey,Petrol,Manual,3.6,199168,58504,9011,High,527179544,13,Mid-Range,Very High
7 Series,2010,Middle East,Silver,Electric,Manual,2.1,136592,50557,5324,Low,269165468,14,Mid-Range,High
7 Series,2016,North America,Grey,Electric,Automatic,2.8,3904,72308,1592,Low,115114336,8,Premium,Low
5 Series,2013,South America,Red,Petrol,Automatic,1.8,91882,91246,4211,Low,384236906,11,Premium,Medium
I8,2014,South America,White,Diesel,Manual,4.2,24892,95210,5508,Low,524416680,10,Premium,Low
5 Series,2013,Europe,Grey,Diesel,Automatic,4.1,6801,33014,6129,Low,202342806,11,Mid-Range,Low
X5,2015,South America,White,Electric,Automatic,3.2,88108,67263,8524,High,573349812,9,Premium,Medium
X3,2020,Asia,Grey,Petrol,Manual,3.1,33708,65320,5691,Low,371736120,4,Premium,Low
I8,2011,Asia,Silver,Diesel,Manual,3.1,158289,90151,5334,Low,480865434,13,Premium,Very High
X5,2017,Europe,Blue,Electric,Automatic,1.6,147987,82858,8398,High,695841484,7,Premium,High
I8,2013,North America,Blue,Petrol,Automatic,2.8,193585,49792,3213,Low,159981696,11,Mid-Range,Very High
X1,2017,Africa,Blue,Hybrid,Manual,1.9,184485,89774,234,Low,21007116,7,Premium,Very High
X5,2012,Asia,Blue,Diesel,Manual,2.1,38540,77863,598,Low,46562074,12,Premium,Low
7 Series,2021,Africa,Blue,Petrol,Manual,4.9,125095,45346,4359,Low,197663214,3,Mid-Range,High
M5,2021,Europe,Silver,Electric,Manual,2.4,23729,91102,2239,Low,203977378,3,Premium,Low
7 Series,2020,South America,Red,Hybrid,Manual,3.2,185280,114080,8308,High,947776640,4,Luxury,Very High
I8,2014,South America,Silver,Electric,Manual,4.6,139211,72426,2106,Low,152529156,10,Premium,High
I3,2021,Africa,Blue,Diesel,Automatic,2.9,18976,54974,9286,High,510488564,3,Mid-Range,Low
I3,2012,Middle East,Silver,Hybrid,Automatic,3.4,155711,92986,2302,Low,214053772,12,Premium,Very High
7 Series,2021,North America,Blue,Hybrid,Automatic,2.1,149163,110076,5669,Low,624020844,3,Luxury,High
7 Series,2024,Asia,Silver,Electric,Automatic,2.5,10660,33095,7408,High,245167760,0,Mid-Range,Low
X6,2022,Africa,Blue,Petrol,Manual,3.3,43019,93105,8311,High,773795655,2,Premium,Low
X6,2016,Africa,Grey,Electric,Automatic,2.8,157268,81168,7338,High,595610784,8,Premium,Very High
X5,2024,South America,Blue,Hybrid,Automatic,1.6,32065,30653,6236,Low,191152108,0,Mid-Range,Low
M5,2012,Africa,White,Hybrid,Automatic,2.9,115717,30470,900,Low,27423000,12,Mid-Range,High
I8,2024,North America,White,Electric,Automatic,4.4,17153,116679,6833,Low,797267607,0,Luxury,Low
M5,2021,Africa,Grey,Hybrid,Manual,1.9,115455,30636,3379,Low,103519044,3,Mid-Range,High
X6,2017,Middle East,Black,Electric,Manual,1.6,81274,53022,3731,Low,197825082,7,Mid-Range,Medium
M3,2018,Europe,Grey,Diesel,Automatic,1.9,142038,49002,2640,Low,129365280,6,Mid-Range,High
7 Series,2022,Middle East,Silver,Hybrid,Manual,3.9,13794,66864,2818,Low,188422752,2,Premium,Low
7 Series,2021,Africa,White,Hybrid,Manual,4.3,13294,51443,3306,Low,170070558,3,Mid-Range,Low
I3,2011,Asia,Grey,Electric,Automatic,1.7,92593,78534,3940,Low,309423960,13,Premium,Medium
X1,2012,Middle East,Black,Electric,Manual,4.6,157674,71549,2156,Low,154259644,12,Premium,Very High
5 Series,2021,North America,Blue,Diesel,Manual,3.7,106303,61705,4133,Low,255026765,3,Premium,High
I8,2022,North America,Black,Diesel,Manual,3.3,182373,68416,9537,High,652483392,2,Premium,Very High
I8,2016,Asia,Blue,Electric,Manual,2.4,187897,37974,6813,Low,258716862,8,Mid-Range,Very High
X1,2014,Asia,Grey,Electric,Manual,2.8,34576,82046,7141,High,585890486,10,Premium,Low
3 Series,2019,North America,White,Petrol,Automatic,4.8,40900,108620,1950,Low,211809000,5,Luxury,Low
I3,2016,Europe,Black,Diesel,Manual,4.7,57353,35554,2361,Low,83942994,8,Mid-Range,Medium
X6,2011,Middle East,Black,Electric,Manual,3.7,108874,83362,3129,Low,260839698,13,Premium,High
X5,2023,Middle East,Blue,Hybrid,Automatic,3.5,71550,61162,6557,Low,401039234,1,Premium,Medium
M3,2023,Asia,Grey,Hybrid,Automatic,2.2,188277,100503,8639,High,868245417,1,Luxury,Very High
X1,2013,South America,Silver,Hybrid,Manual,4.8,107431,106945,6592,Low,704981440,11,Luxury,High
5 Series,2010,South America,White,Electric,Manual,4.1,61598,109163,2202,Low,240376926,14,Luxury,Medium
X3,2024,South America,Red,Hybrid,Manual,2.8,78530,59870,8630,High,516678100,0,Mid-Range,Medium
X1,2014,Asia,Blue,Diesel,Manual,4.4,196566,81923,5321,Low,435912283,10,Premium,Very High
I3,2017,Asia,Grey,Diesel,Automatic,2.2,66718,94384,6514,Low,614817376,7,Premium,Medium
X6,2010,South America,White,Hybrid,Automatic,2.2,14128,99867,255,Low,25466085,14,Premium,Low
3 Series,2016,Middle East,White,Electric,Manual,4.3,158181,90124,6958,Low,627082792,8,Premium,Very High
M3,2016,South America,Silver,Electric,Manual,3.5,51936,31009,2991,Low,92747919,8,Mid-Range,Medium
M3,2016,Asia,Black,Electric,Manual,3.4,80278,64275,4867,Low,312826425,8,Premium,Medium
X3,2024,South America,Blue,Hybrid,Automatic,3.5,4590,64270,6119,Low,393268130,0,Premium,Low
M5,2010,Europe,White,Hybrid,Manual,1.9,85527,110469,8729,High,964283901,14,Luxury,Medium
I3,2021,North America,White,Diesel,Manual,2.7,95807,89070,5103,Low,454524210,3,Premium,Medium
3 Series,2020,Africa,Blue,Diesel,Automatic,3.5,43829,111537,4585,Low,511397145,4,Luxury,Low
X6,2012,Africa,Silver,Electric,Automatic,2.4,161360,92498,7650,High,707609700,12,Premium,Very High
X6,2020,Europe,Grey,Petrol,Manual,3.3,43847,64322,2063,Low,132696286,4,Premium,Low
5 Series,2011,Asia,Black,Electric,Manual,3.4,63548,64424,6467,Low,416630008,13,Premium,Medium
I3,2024,South America,Black,Electric,Automatic,4.8,4472,94842,155,Low,14700510,0,Premium,Low
I3,2024,Middle East,Red,Diesel,Manual,2.4,175118,61000,5797,Low,353617000,0,Premium,Very High
M5,2014,North America,Black,Petrol,Automatic,3.0,163034,80345,9233,High,741825385,10,Premium,Very High
X5,2011,Europe,Black,Hybrid,Automatic,4.9,119952,106201,9321,High,989899521,13,Luxury,High
7 Series,2022,Middle East,Blue,Hybrid,Manual,2.2,9557,55311,2434,Low,134626974,2,Mid-Range,Low
3 Series,2023,North America,Red,Petrol,Manual,4.2,115924,34998,138,Low,4829724,1,Mid-Range,High
7 Series,2014,South America,Red,Electric,Manual,2.1,19204,76579,5192,Low,397598168,10,Premium,Low
7 Series,2014,Asia,Silver,Electric,Manual,4.5,88229,116128,6195,Low,719412960,10,Luxury,Medium
M5,2013,South America,Black,Electric,Automatic,3.2,192412,116369,6590,Low,766871710,11,Luxury,Very High
X6,2020,South America,White,Diesel,Automatic,4.9,122378,91137,2100,Low,191387700,4,Premium,High
X3,2016,Europe,Blue,Diesel,Manual,2.1,186215,38999,3741,Low,145895259,8,Mid-Range,Very High
X6,2019,Europe,Grey,Hybrid,Automatic,3.9,94179,58270,8745,High,509571150,5,Mid-Range,Medium
I8,2015,Europe,Grey,Hybrid,Manual,3.9,122936,39736,9947,High,395253992,9,Mid-Range,High
X1,2011,Europe,White,Hybrid,Automatic,4.0,14919,39474,4056,Low,160106544,13,Mid-Range,Low
I8,2024,Middle East,Red,Petrol,Manual,1.9,13472,57226,6649,Low,380495674,0,Mid-Range,Low
M3,2013,Africa,Red,Petrol,Automatic,2.5,19967,111692,2505,Low,279788460,11,Luxury,Low
X5,2022,Asia,Black,Diesel,Manual,2.7,59951,75581,2954,Low,223266274,2,Premium,Medium
X6,2023,Africa,Blue,Electric,Manual,2.6,8407,77071,5438,Low,419112098,1,Premium,Low
7 Series,2020,South America,Blue,Hybrid,Automatic,3.9,62067,88295,6235,Low,550519325,4,Premium,Medium
5 Series,2016,Asia,Black,Petrol,Automatic,1.7,65687,40047,4119,Low,164953593,8,Mid-Range,Medium
X5,2018,Africa,Black,Diesel,Automatic,4.1,76370,79815,8717,High,695747355,6,Premium,Medium
3 Series,2018,North America,Blue,Diesel,Manual,3.3,133538,83258,566,Low,47124028,6,Premium,High
7 Series,2021,Asia,Red,Petrol,Automatic,2.1,89750,43879,2862,Low,125581698,3,Mid-Range,Medium
X6,2012,Africa,White,Electric,Manual,2.3,26101,114220,6966,Low,795656520,12,Luxury,Low
5 Series,2010,Asia,Grey,Petrol,Automatic,1.8,4142,57686,2092,Low,120679112,14,Mid-Range,Low
M5,2018,Middle East,White,Electric,Automatic,3.1,31217,71095,5717,Low,406450115,6,Premium,Low
3 Series,2017,North America,Red,Diesel,Automatic,3.6,119640,51932,7818,High,406004376,7,Mid-Range,High
X1,2016,Asia,Silver,Electric,Manual,3.5,193680,67262,8181,High,550270422,8,Premium,Very High
I8,2015,Europe,Blue,Petrol,Automatic,4.9,196288,44962,2539,Low,114158518,9,Mid-Range,Very High
3 Series,2023,North America,Black,Electric,Automatic,2.5,184439,68260,7022,High,479321720,1,Premium,Very High
X6,2024,North America,Silver,Petrol,Manual,4.2,33138,63230,6507,Low,411437610,0,Premium,Low
X6,2019,Asia,Grey,Electric,Automatic,4.0,132918,87251,3271,Low,285398021,5,Premium,High
X1,2016,Asia,Red,Hybrid,Automatic,1.7,183846,105928,7130,High,755266640,8,Luxury,Very High
7 Series,2020,South America,Blue,Electric,Automatic,4.8,177577,114079,4316,Low,492364964,4,Luxury,Very High
X1,2018,Asia,Silver,Hybrid,Automatic,4.8,38633,45102,740,Low,33375480,6,Mid-Range,Low
I3,2015,Africa,Silver,Electric,Manual,2.9,115883,71128,1547,Low,110035016,9,Premium,High
I8,2024,South America,Red,Hybrid,Automatic,3.0,145808,34004,7491,High,254723964,0,Mid-Range,High
7 Series,2023,Middle East,Black,Petrol,Manual,4.4,51318,46825,6828,Low,319721100,1,Mid-Range,Medium
5 Series,2023,Middle East,White,Petrol,Automatic,3.2,179611,91652,2346,Low,215015592,1,Premium,Very High
I8,2019,Africa,Blue,Hybrid,Automatic,4.3,33048,38773,3672,Low,142374456,5,Mid-Range,Low
M5,2012,Asia,White,Petrol,Manual,1.6,118673,57616,1104,Low,63608064,12,Mid-Range,High
I8,2022,Middle East,Red,Hybrid,Manual,2.4,170406,33654,5004,Low,168404616,2,Mid-Range,Very High
X1,2023,North America,Silver,Diesel,Manual,1.8,157675,100103,7568,High,757579504,1,Luxury,Very High
X6,2012,Asia,White,Hybrid,Manual,3.1,73054,113111,2544,Low,287754384,12,Luxury,Medium
3 Series,2013,Asia,Grey,Hybrid,Automatic,4.5,21863,35375,8469,High,299590875,11,Mid-Range,Low
X1,2019,South America,White,Petrol,Manual,3.5,21870,40897,5121,Low,209433537,5,Mid-Range,Low
X5,2022,North America,Red,Petrol,Automatic,3.3,186346,95494,2243,Low,214193042,2,Premium,Very High
M5,2023,Europe,White,Electric,Automatic,2.8,63691,117553,3383,Low,397681799,1,Luxury,Medium
7 Series,2024,North America,Black,Petrol,Automatic,1.7,82982,55990,3954,Low,221384460,0,Mid-Range,Medium
5 Series,2023,South America,Red,Diesel,Manual,4.2,103344,85104,6598,Low,561516192,1,Premium,High
3 Series,2019,Europe,Silver,Hybrid,Automatic,3.5,10190,42269,4915,Low,207752135,5,Mid-Range,Low
X6,2017,Asia,White,Electric,Automatic,4.8,70625,117624,2449,Low,288061176,7,Luxury,Medium
X3,2019,Asia,Black,Electric,Manual,3.0,134157,68946,2629,Low,181259034,5,Premium,High
M5,2018,Europe,Red,Petrol,Automatic,2.9,194868,53528,5194,Low,278024432,6,Mid-Range,Very High
M3,2023,Middle East,Red,Diesel,Manual,4.9,93422,85872,5856,Low,502866432,1,Premium,Medium
I8,2017,Europe,White,Electric,Manual,2.0,138306,40208,8029,High,322830032,7,Mid-Range,High
7 Series,2020,South America,Blue,Electric,Manual,2.4,90321,90451,145,Low,13115395,4,Premium,Medium
I3,2019,Europe,Red,Hybrid,Manual,3.2,42364,69110,812,Low,56117320,5,Premium,Low
X5,2011,South America,Red,Electric,Automatic,3.3,133572,68422,8700,High,595271400,13,Premium,High
X6,2013,South America,Red,Petrol,Manual,3.4,148992,110273,6372,Low,702659556,11,Luxury,High
I8,2013,Asia,White,Hybrid,Manual,2.2,52858,84794,7094,High,601528636,11,Premium,Medium
M3,2021,Asia,Silver,Petrol,Automatic,4.7,182613,72995,9520,High,694912400,3,Premium,Very High
M3,2011,Asia,Silver,Diesel,Manual,4.0,4478,99715,8558,High,853360970,13,Premium,Low
5 Series,2022,Europe,Grey,Hybrid,Manual,2.4,136099,96289,3474,Low,334507986,2,Premium,High
5 Series,2017,Europe,Silver,Hybrid,Manual,2.5,110820,75331,6759,Low,509162229,7,Premium,High
3 Series,2012,North America,Blue,Hybrid,Manual,4.6,62648,115279,495,Low,57063105,12,Luxury,Medium
M5,2011,Africa,Black,Electric,Automatic,2.8,92010,35051,603,Low,21135753,13,Mid-Range,Medium
X1,2016,South America,Blue,Diesel,Manual,3.4,47741,68834,8104,High,557830736,8,Premium,Low
